param,coef_base,coef_new,diff,abs_diff,converged_base,converged_new,boot_se,z_diff_vs_bootse,ci_2.5,ci_97.5,p_boot,ratio
G_CAR:PURPOSE_2,-1.6621335225184082,-0.6424248667412201,1.0197086557771882,1.0197086557771882,False,False,0.3265217283144547,3.122942724335834,-1.7038529027239455,-0.527165653178561,0.0664610439275521,0.25
G_SM:PURPOSE_2,-1.167146231126421,-0.38265008148285995,0.784496149643561,0.784496149643561,False,False,0.2327801280057775,3.3701164973330116,-1.2022821283431184,-0.327035727612475,3.6656309099214472e-09,0.25
G_CAR:AGE_4,1.077561971066367,0.5041906686580919,-0.5733713024082752,0.5733713024082752,False,False,0.3556159443846428,-1.6123329436210625,-0.780913112639574,0.5027860871486499,0.0072271355771189,0.25
G_CAR:AGE_3,0.8034277563173967,0.23964398016262894,-0.5637837761547677,0.5637837761547677,False,False,0.3224954818199832,-1.7481912396821468,-1.12199977827417,0.0006676604675771,0.1202993992682346,0.25
G_CAR:PURPOSE_6,0.5593790480543233,0.03725391641638861,-0.5221251316379346,0.5221251316379346,False,False,0.6100449685744004,-0.8558797441737392,-2.30100203062448,0.1121648726420501,0.0137717796513199,0.25
G_CAR:AGE_2,0.056709634089136214,-0.4433073367521156,-0.5000169708412519,0.5000169708412519,False,False,0.3237989909081767,-1.5442202875272308,-1.809105405876808,-0.5852053332441527,0.1710874721823083,0.25
G_SM:PURPOSE_4,-0.31016443965187457,0.15921592447448923,0.4693803641263638,0.4693803641263638,False,False,0.3019472817981741,1.5545109773172403,-0.4489914473446221,0.663381000327015,0.1729902044485036,0.25
G_CAR:PURPOSE_5,-0.6953820966830125,-1.1492458579893008,-0.45386376130628825,0.45386376130628825,False,False,0.9638119010347675,-0.4709049149725285,-5.355966104964148,-1.9930948541793585,0.6948877301504957,0.25
G_CAR:INCOME_2,-0.08179434647545104,0.31601689256060483,0.39781123903605586,0.39781123903605586,False,False,0.3396429017497268,1.171263220831836,0.2214115539613804,1.3673665769541077,1.0,0.25
G_CAR:PURPOSE_7,-7.903878443980954,-7.533720012308698,0.37015843167225615,0.37015843167225615,False,False,1.292780587463385,0.2863273437595148,-4.379018871779595,-0.5003796037109528,4.0446557214579565e-10,0.25
G_CAR:INCOME_1,0.13640323800664075,0.47504496146311953,0.3386417234564788,0.3386417234564788,False,False,0.3670926678907167,0.9224965603434288,0.4630400091660083,1.6395065190038187,0.4942633847656723,0.25
G_CAR:INCOME_3,-0.8943139603337653,-0.5812956108746273,0.313018349459138,0.313018349459138,False,False,0.3549548977847465,0.8818538676678864,-0.774272486338894,0.4928015232670665,0.000419980901229,0.25
G_SM:PURPOSE_3,-0.7708656548794405,-0.4582385358819224,0.31262711899751805,0.31262711899751805,False,False,0.2157115151947104,1.4492834038800733,-0.9841781137277356,-0.1560788847011189,0.0099788485772975,0.25
G_SM:AGE_4,0.8970373499999118,0.5958243299373399,-0.3012130200625719,0.3012130200625719,False,False,0.2989465051920323,-1.0075816737482302,-0.913418385044376,0.2343457753161744,0.0382404172485735,0.25
ASC_SM,1.1575668796748357,0.8656425606543244,-0.2919243190205113,0.2919243190205113,False,False,0.3764503253107215,-0.7754657105942396,1.0062765886570066,2.339825831318177,1.744763430489016e-05,0.25
G_SM:PURPOSE_7,-1.1659554672031933,-0.8886700578652071,0.2772854093379862,0.2772854093379862,False,False,0.4037084600901061,0.6868456739204752,-1.2953974926924317,0.0843865639565245,0.1259984917285073,0.25
G_SM:AGE_3,0.5308777217692654,0.2606108057017649,-0.2702669160675005,0.2702669160675005,False,False,0.2726463369279436,-0.9912728669409119,-1.2319825508544082,-0.2498503830920149,0.0100244314905255,0.25
G_CAR:PURPOSE_4,1.1325169244776851,1.379875711215246,0.24735878673756084,0.24735878673756084,False,False,0.3202246443222201,0.7724539354586983,0.8808194810100836,2.047426476428902,0.0028269228299284,0.25
G_SM:INCOME_1,0.14907324052112583,0.38151954732460486,0.23244630680347902,0.23244630680347902,False,False,0.2325830132635329,0.9994122250884291,0.2657443424274787,1.1036015400806216,1.0,0.25
G_SM:PURPOSE_5,0.6878779940500811,0.4587026018676802,-0.2291753921824009,0.2291753921824009,False,False,0.6724171929753733,-0.3408232189428777,-1.2636232989244554,1.244270637103551,0.7389408654492242,0.25
G_SM:INCOME_2,-0.18459673855734843,0.01920477073841923,0.20380150929576765,0.20380150929576765,False,False,0.2552838274762462,0.7983330213690529,-0.226757770690056,0.693881120888484,6.235906531149027e-07,0.25
ASC_CAR,-0.383377841565768,-0.5686491035553339,-0.18527126198956595,0.18527126198956595,False,False,0.3580046269363217,-0.5175108030727217,-0.7984175218101697,0.6606827107811353,0.89057873476561,0.25
G_CAR:AGE_5,-0.4584893702840166,-0.6171756018022103,-0.15868623151819372,0.15868623151819372,False,False,0.3289246595978815,-0.48243944893700447,-2.249454711248408,-1.1185261051749966,0.0038058658772965,0.25
G_CAR:AGE_6,0.2918492155293806,0.42928122772464444,0.13743201219526385,0.13743201219526385,False,False,0.3127421803570291,0.4394418816111415,0.4030145520940925,1.5443868506657696,0.0578839865705391,0.25
G_SM:AGE_2,-0.12211173973553924,-0.2552192818986362,-0.13310754216309695,0.13310754216309695,False,False,0.2812980584326921,-0.4731904048848826,-1.7155394121037897,-0.709131117585963,0.0878930727566944,0.25
G_CAR:PURPOSE_8,-1.014459396534619,-1.134386069092953,-0.11992667255833411,0.11992667255833411,False,False,0.875478798664997,-0.13698409686357715,-4.241013884275986,-1.1506787130079668,0.2798922088833655,0.25
G_SM:AGE_5,-0.23966537404275126,-0.1378489827480009,0.10181639129475037,0.10181639129475037,False,False,0.3063237045566415,0.3323816922432256,-1.8324433901761643,-0.7353989613501156,0.58874365543336,0.25
G_SM:PURPOSE_6,0.23702041205429586,0.3165963221222769,0.07957591006798104,0.07957591006798104,False,False,0.8678954212342418,0.09168836258499374,-2.2332995848175345,0.5541040208108283,0.7851312846765364,0.25
G_SM:PURPOSE_8,-0.6749508052473572,-0.7516401880178086,-0.07668938277045145,0.07668938277045145,False,False,0.5148999573688698,-0.14894035564176955,-2.85006474813698,-0.8847307895433276,0.2590382273927516,0.25
G_SM:INCOME_3,-1.3256133769696106,-1.2629732989592855,0.06264007801032512,0.06264007801032512,False,False,0.2703584730219368,0.23169267569151616,-1.4775126968858892,-0.6159266371665495,0.0029971462368045,0.25
G_SM:AGE_6,0.34466020871621433,0.30110618901350256,-0.04355401970271178,0.04355401970271178,False,False,0.1810350098003164,-0.2405834084288577,0.4143866640312079,1.00064488373463,4.1618417601085875e-09,0.25
G_CAR:MALE,0.5221725326600003,0.5636228844499535,0.041450351789953155,0.041450351789953155,False,False,0.2092800362307172,0.19806166195545247,0.1558267160724301,0.9169802770266504,1.0,0.25
G_SM:MALE,0.43201271942008623,0.39193850756575654,-0.04007421185432969,0.04007421185432969,False,False,0.1483828865212856,-0.27007300365855214,0.3011689177427722,0.7905450468557661,0.1874523895114674,0.25
G_CAR:PURPOSE_3,0.22058215524435307,0.24989398963081294,0.029311834386459873,0.029311834386459873,False,False,0.2233526666796087,0.13123565893442693,-0.1850292192886873,0.6609707549969385,2.220446049250313e-16,0.25
B_SEATS,-0.024098998153450773,-0.000659475621356876,0.023439522532093898,0.023439522532093898,False,False,0.0927219515291675,0.2527936712453743,-0.0561732396319651,0.2611653498113429,0.3881410985069919,0.25
